Case #1: 190
8 43 19315
9 10 33160
9 11 71861
9 12 136598
9 13 76408
9 14 35659
9 15 66600
9 16 20552
9 17 77504
9 18 4314
9 19 91236
9 20 60761
9 21 16404
9 22 24225
9 23 167933
9 24 88043
9 25 27376
9 26 104756
9 27 10573
9 28 140849
9 29 88689
9 30 101514
9 31 62732
9 32 80753
9 33 85032
9 34 110059
9 35 152356
9 36 93148
9 37 66693
9 38 71130
9 39 87049
9 40 114947
9 41 98357
9 42 116213
9 43 23629
10 11 38701
10 12 103924
10 13 76760
10 14 68819
10 15 82589
10 16 12608
10 17 110664
10 18 37474
10 19 58076
10 20 61113
10 21 16756
10 22 24577
10 23 175741
10 24 100515
10 25 46401
10 26 105108
10 27 22587
10 28 152863
10 29 60623
10 30 84904
10 31 75204
10 32 81105
10 33 85384
10 34 76899
10 35 160164
10 36 93500
10 37 70079
10 38 37970
10 39 87401
10 40 115299
10 41 99352
10 42 83053
10 43 23981
11 12 95748
11 13 115461
11 14 107520
11 15 121290
11 16 51309
11 17 133668
11 18 76175
11 19 48599
11 20 99814
11 21 55457
11 22 63278
11 23 147200
11 24 139216
11 25 85102
11 26 103061
11 27 61288
11 28 190793
11 29 51146
11 30 47665
11 31 113905
11 32 119806
11 33 119256
11 34 63207
11 35 162777
11 36 74905
11 37 108780
11 38 731
11 39 68806
11 40 96704
11 41 80570
11 42 78670
11 43 62682
12 13 180684
12 14 142952
12 15 186513
12 16 116532
12 17 181816
12 18 132284
12 19 56458
12 20 152906
12 21 120680
12 22 128501
12 23 204613
12 24 99177
12 25 150325
12 26 144251
12 27 126511
12 28 108679
12 29 59005
12 30 48083
12 31 73866
12 32 116953
12 33 88590
12 34 32541
12 35 189036
12 36 123053
12 37 114897
12 38 95017
12 39 116954
12 40 113484
12 41 92218
12 42 75919
12 43 120655
13 14 96147
13 15 125837
13 16 64152
13 17 153912
13 18 80722
13 19 134836
13 20 104361
13 21 60004
13 22 67825
13 23 218989
13 24 143763
13 25 89649
13 26 148356
13 27 74131
13 28 196111
13 29 132289
13 30 161664
13 31 118452
13 32 124353
13 33 128632
13 34 153659
13 35 203412
13 36 136748
13 37 113327
13 38 114730
13 39 130649
13 40 158547
13 41 153619
13 42 159813
13 43 67229
14 15 102259
14 16 56211
14 17 113163
14 18 39973
14 19 126895
14 20 96420
14 21 52063
14 22 59884
14 23 132274
14 24 123702
14 25 63035
14 26 140415
14 27 46232
14 28 176508
14 29 124348
14 30 131469
14 31 98391
14 32 116412
14 33 120691
14 34 145718
14 35 147851
14 36 128807
14 37 102352
14 38 106789
14 39 122708
14 40 150606
14 41 134016
14 42 151872
14 43 59288
15 16 69981
15 17 144104
15 18 62286
15 19 140665
15 20 110190
15 21 65833
15 22 73654
15 23 224818
15 24 146015
15 25 93976
15 26 154185
15 27 77173
15 28 190278
15 29 138118
15 30 167493
15 31 120704
15 32 130182
15 33 134461
15 34 159488
15 35 209241
15 36 142577
15 37 107494
15 38 120559
15 39 136478
15 40 121612
15 41 147786
15 42 165642
15 43 73058
16 17 98056
16 18 24866
16 19 70684
16 20 48505
16 21 4148
16 22 11969
16 23 163133
16 24 87907
16 25 33793
16 26 92500
16 27 9979
16 28 140255
16 29 68137
16 30 97512
16 31 62596
16 32 68497
16 33 72776
16 34 89507
16 35 147556
16 36 80892
16 37 57471
16 38 50578
16 39 74793
16 40 102691
16 41 97763
16 42 95661
16 43 11373
17 18 81818
17 19 168740
17 20 138265
17 21 93908
17 22 101729
17 23 245437
17 24 88763
17 25 104880
17 26 163078
17 27 88077
17 28 148887
17 29 166193
17 30 179018
17 31 114074
17 32 158257
17 33 129688
17 34 169859
17 35 229860
17 36 70961
17 37 135569
17 38 132937
17 39 64862
17 40 92760
17 41 175861
17 42 177545
17 43 101133
18 19 95550
18 20 65075
18 21 20718
18 22 28539
18 23 172247
18 24 83729
18 25 31690
18 26 109070
18 27 14887
18 28 143853
18 29 93003
18 30 105828
18 31 58418
18 32 85067
18 33 89346
18 34 114373
18 35 156670
18 36 97462
18 37 62379
18 38 75444
18 39 91363
18 40 119261
18 41 102671
18 42 120527
18 43 27943
19 20 119189
19 21 74832
19 22 82653
19 23 161559
19 24 99497
19 25 104477
19 26 137358
19 27 80663
19 28 151503
19 29 2547
19 30 39459
19 31 97817
19 32 110060
19 33 79966
19 34 23917
19 35 177136
19 36 123504
19 37 81568
19 38 49330
19 39 117405
19 40 114856
19 41 41276
19 42 30071
19 43 82057
20 21 44357
20 22 52178
20 23 143678
20 24 108785
20 25 74002
20 26 43995
20 27 50188
20 28 165191
20 29 116642
20 30 137638
20 31 83474
20 32 35953
20 33 93654
20 34 122096
20 35 128101
20 36 106651
20 37 97680
20 38 99083
20 39 100552
20 40 128450
20 41 137972
20 42 138570
20 43 37132
21 22 7821
21 23 158985
21 24 83759
21 25 29645
21 26 88352
21 27 14127
21 28 136107
21 29 72285
21 30 101660
21 31 58448
21 32 64349
21 33 68628
21 34 93655
21 35 143408
21 36 76744
21 37 53323
21 38 54726
21 39 70645
21 40 98543
21 41 93615
21 42 99809
21 43 7225
22 23 166806
22 24 91580
22 25 21824
22 26 96173
22 27 13652
22 28 143928
22 29 80106
22 30 109481
22 31 66269
22 32 72170
22 33 76449
22 34 101476
22 35 151229
22 36 84565
22 37 61144
22 38 62547
22 39 78466
22 40 106364
22 41 101436
22 42 107630
22 43 15046
23 24 167468
23 25 188630
23 26 99683
23 27 164816
23 28 216898
23 29 164106
23 30 189345
23 31 142157
23 32 126981
23 33 145361
23 34 173803
23 35 15577
23 36 203998
23 37 160575
23 38 146469
23 39 197899
23 40 182629
23 41 120283
23 42 191630
23 43 151760
24 25 113404
24 26 100130
24 27 89590
24 28 148648
24 29 96950
24 30 96638
24 31 25311
24 32 72832
24 33 40925
24 34 81096
24 35 151891
24 36 136178
24 37 137082
24 38 138485
24 39 139954
24 40 114379
24 41 140773
24 42 124474
24 43 76534
25 26 117997
25 27 35476
25 28 165752
25 29 101930
25 30 128890
25 31 88093
25 32 93994
25 33 98273
25 34 123300
25 35 173053
25 36 106389
25 37 82968
25 38 84371
25 39 100290
25 40 128188
25 41 123260
25 42 129454
25 43 36870
26 27 94183
26 28 156536
26 29 134811
26 30 128983
26 31 74819
26 32 27298
26 33 84999
26 34 113441
26 35 84106
26 36 121833
26 37 141675
26 38 102330
26 39 115734
26 40 122267
26 41 132241
26 42 143565
26 43 81127
27 28 130276
27 29 78116
27 30 107491
27 31 64279
27 32 70180
27 33 74459
27 34 99486
27 35 149239
27 36 82575
27 37 67450
27 38 60557
27 39 76476
27 40 104374
27 41 87784
27 42 105640
27 43 13056
28 29 148956
28 30 143128
28 31 123337
28 32 129238
28 33 133517
28 34 141220
28 35 201321
28 36 185608
28 37 82784
28 38 190062
28 39 191707
28 40 163809
28 41 123076
28 42 176480
28 43 132940
29 30 36912
29 31 100364
29 32 107513
29 33 77419
29 34 26464
29 35 179596
29 36 126051
29 37 84115
29 38 51877
29 39 119952
29 40 112309
29 41 43823
29 42 27524
29 43 79510
30 31 94958
30 32 101685
30 33 71591
30 34 15542
30 35 173768
30 36 121108
30 37 121027
30 38 46934
30 39 115009
30 40 136256
30 41 80735
30 42 64436
30 43 105387
31 32 47521
31 33 51800
31 34 79416
31 35 126580
31 36 110867
31 37 111771
31 38 113174
31 39 114643
31 40 89068
31 41 139093
31 42 122794
31 43 51223
32 33 57701
32 34 86143
32 35 111404
32 36 107301
32 37 117672
32 38 119075
32 39 101202
32 40 94969
32 41 151336
32 42 135037
32 43 57124
33 34 61565
33 35 129784
33 36 114071
33 37 121951
33 38 118525
33 39 120170
33 40 92272
33 41 121242
33 42 104943
33 43 61403
34 35 158226
34 36 136650
34 37 105485
34 38 62476
34 39 130551
34 40 120714
34 41 65193
34 42 48894
34 43 89845
35 36 188421
35 37 176152
35 38 162046
35 39 182322
35 40 174028
35 41 135860
35 42 207120
35 43 136183
36 37 130067
36 38 74174
36 39 23617
36 40 21799
36 41 154013
36 42 106584
36 43 69519
37 38 108049
37 39 123968
37 40 151866
37 41 40292
37 42 111639
37 43 60548
38 39 68075
38 40 95973
38 41 79839
38 42 79401
38 43 61951
39 40 27898
39 41 147914
39 42 112683
39 43 63420
40 41 156132
40 42 84785
40 43 91318
41 42 71347
41 43 100840
42 43 101438
Case #331: Impossible
Case #332: Impossible
Case #333: 861
1 2 64636
1 3 108302
1 4 20642
1 5 98639
1 6 99403
1 7 140605
1 8 55585
1 9 72157
1 10 83052
1 11 115697
1 12 33397
1 13 4337
1 14 103276
1 15 57200
1 16 42782
1 17 154503
1 18 82944
1 19 91735
1 20 64256
1 21 68061
1 22 151412
1 23 58626
1 24 84521
1 25 179900
1 26 99068
1 27 55016
1 28 148670
1 29 33550
1 30 82962
1 31 174450
1 32 71408
1 33 144351
1 34 92643
1 35 5592
1 36 96597
1 37 78911
1 38 14348
1 39 51917
1 40 108294
1 41 89623
1 42 85407
2 3 122595
2 4 76604
2 5 71046
2 6 155365
2 7 205241
2 8 106469
2 9 77405
2 10 64914
2 11 94987
2 12 89359
2 13 60299
2 14 47314
2 15 108084
2 16 98744
2 17 109209
2 18 48147
2 19 143041
2 20 53728
2 21 49923
2 22 161329
2 23 97149
2 24 66069
2 25 228062
2 26 111616
2 27 100759
2 28 138994
2 29 84434
2 30 133846
2 31 166564
2 32 77842
2 33 130029
2 34 148605
2 35 61554
2 36 142340
2 37 134873
2 38 70310
2 39 103858
2 40 122603
2 41 59921
2 42 141369
3 4 120270
3 5 121377
3 6 195715
3 7 178341
3 8 132658
3 9 141360
3 10 98713
3 11 159622
3 12 133025
3 13 103965
3 14 159364
3 15 134273
3 16 83790
3 17 158097
3 18 74448
3 19 20462
3 20 79917
3 21 83722
3 22 174150
3 23 81364
3 24 149954
3 25 219999
3 26 161135
3 27 77754
3 28 216657
3 29 110623
3 30 109373
3 31 131012
3 32 94146
3 33 178901
3 34 115381
3 35 102710
3 36 119335
3 37 101649
3 38 113976
3 39 74655
3 40 8
3 41 124556
3 42 102279
4 5 103266
4 6 104577
4 7 161247
4 8 34943
4 9 51515
4 10 62410
4 11 95055
4 12 25343
4 13 16305
4 14 102013
4 15 36558
4 16 54750
4 17 133861
4 18 81450
4 19 103703
4 20 43614
4 21 47419
4 22 156039
4 23 63253
4 24 83258
4 25 171846
4 26 78426
4 27 66863
4 28 128666
4 29 12908
4 30 62320
4 31 156450
4 32 75338
4 33 154681
4 34 104611
4 35 17560
4 36 101224
4 37 90879
4 38 34990
4 39 56544
4 40 120262
4 41 81569
4 42 97375
5 6 182027
5 7 158263
5 8 134872
5 9 148451
5 10 116104
5 11 108915
5 12 123362
5 13 94302
5 14 61242
5 15 136487
5 16 55857
5 17 180255
5 18 119193
5 19 134471
5 20 104918
5 21 101113
5 22 132799
5 23 40013
5 24 42487
5 25 269865
5 26 125544
5 27 43623
5 28 178890
5 29 112837
5 30 162249
5 31 187525
5 32 73194
5 33 159435
5 34 105718
5 35 93047
5 36 85204
5 37 91986
5 38 104313
5 39 46722
5 40 121369
5 41 73849
5 42 172862
6 7 227087
6 8 113704
6 9 130276
6 10 138034
6 11 168107
6 12 104104
6 13 103740
6 14 193362
6 15 113731
6 16 142185
6 17 182329
6 18 121267
6 19 182464
6 20 122375
6 21 123043
6 22 196939
6 23 142014
6 24 183924
6 25 250607
6 26 157187
6 27 138404
6 28 207427
6 29 91669
6 30 139493
6 31 235211
6 32 150962
6 33 161509
6 34 183372
6 35 104995
6 36 109028
6 37 169640
6 38 85055
6 39 151320
6 40 195723
6 41 160330
6 42 176136
7 8 196190
7 9 212762
7 10 218881
7 11 248954
7 12 174002
7 13 144942
7 14 219505
7 15 197805
7 16 183387
7 17 263176
7 18 223549
7 19 198787
7 20 204861
7 21 203890
7 22 211036
7 23 198276
7 24 200750
7 25 320505
7 26 239673
7 27 195621
7 28 245688
7 29 174155
7 30 223567
7 31 309337
7 32 212013
7 33 242356
7 34 233248
7 35 146197
7 36 237202
7 37 219516
7 38 154953
7 39 192522
7 40 178333
7 41 213888
7 42 226012
8 9 86458
8 10 71537
8 11 111679
8 12 60286
8 13 51248
8 14 111140
8 15 45685
8 16 89693
8 17 168804
8 18 90577
8 19 138646
8 20 52741
8 21 56546
8 22 187645
8 23 98196
8 24 92385
8 25 206789
8 26 113369
8 27 101806
8 28 93723
8 29 47851
8 30 71447
8 31 165577
8 32 84465
8 33 163808
8 34 139554
8 35 52503
8 36 136167
8 37 125822
8 38 69933
8 39 91487
8 40 132650
8 41 76613
8 42 132318
9 10 42647
9 11 128251
9 12 76858
9 13 67820
9 14 124719
9 15 88073
9 16 106265
9 17 141607
9 18 107149
9 19 155218
9 20 61443
9 21 57638
9 22 201224
9 23 114768
9 24 105964
9 25 207947
9 26 129941
9 27 118378
9 28 160653
9 29 64423
9 30 88019
9 31 174279
9 32 85557
9 33 162427
9 34 156126
9 35 69075
9 36 152739
9 37 142394
9 38 86505
9 39 108059
9 40 141352
9 41 93185
9 42 148890
10 11 99269
10 12 87753
10 13 78715
10 14 112228
10 15 73152
10 16 71536
10 17 170455
10 18 113061
10 19 119159
10 20 18796
10 21 14991
10 22 168877
10 23 76091
10 24 95565
10 25 195282
10 26 115898
10 27 79701
10 28 118006
10 29 49502
10 30 98914
10 31 131632
10 32 42910
10 33 153303
10 34 121397
10 35 79970
10 36 121282
10 37 107665
10 38 68704
10 39 80671
10 40 98705
10 41 64203
10 42 134359
11 12 120398
11 13 111360
11 14 85183
11 15 131613
11 16 94102
11 17 204196
11 18 108644
11 19 157318
11 20 96253
11 21 92448
11 22 161688
11 23 85478
11 24 66428
11 25 224524
11 26 16629
11 27 81868
11 28 205402
11 29 107963
11 30 157375
11 31 209089
11 32 118659
11 33 183376
11 34 80575
11 35 112615
11 36 123449
11 37 66843
11 38 101349
11 39 84967
11 40 159614
11 41 35066
11 42 192430
12 13 31570
12 14 127356
12 15 61901
12 16 67505
12 17 159204
12 18 106793
12 19 116458
12 20 68957
12 21 72762
12 22 176135
12 23 83349
12 24 108601
12 25 146503
12 26 103769
12 27 79739
12 28 153371
12 29 38251
12 30 87663
12 31 181793
12 32 96131
12 33 177748
12 34 117366
12 35 30315
12 36 121320
12 37 103634
12 38 47745
12 39 76640
12 40 133017
12 41 106912
12 42 110130
13 14 107613
13 15 52863
13 16 38445
13 17 150166
13 18 87281
13 19 87398
13 20 59919
13 21 63724
13 22 147075
13 23 54289
13 24 88858
13 25 175563
13 26 94731
13 27 50679
13 28 144971
13 29 29213
13 30 78625
13 31 170113
13 32 67071
13 33 148688
13 34 88306
13 35 1255
13 36 92260
13 37 74574
13 38 18685
13 39 47580
13 40 103957
13 41 93960
13 42 81070
14 15 112755
14 16 103189
14 17 156523
14 18 84916
14 19 179810
14 20 101042
14 21 97237
14 22 114015
14 23 87345
14 24 18755
14 25 273859
14 26 101812
14 27 90955
14 28 180107
14 29 114921
14 30 138517
14 31 213878
14 32 120526
14 33 135703
14 34 114615
14 35 108868
14 36 132536
14 37 100883
14 38 108307
14 39 94054
14 40 159372
14 41 50117
14 42 173962
15 16 91308
15 17 140799
15 18 92192
15 19 140261
15 20 54356
15 21 58161
15 22 189260
15 23 99811
15 24 94000
15 25 208404
15 26 114984
15 27 96201
15 28 139408
15 29 23650
15 30 25762
15 31 167192
15 32 86080
15 33 161619
15 34 141169
15 35 54118
15 36 137782
15 37 127437
15 38 42852
15 39 93102
15 40 134265
15 41 115543
15 42 108507
16 17 188611
16 18 114542
16 19 78614
16 20 60350
16 21 56545
16 22 108630
16 23 15844
16 24 84434
16 25 214008
16 26 110731
16 27 12234
16 28 132867
16 29 67658
16 30 117070
16 31 131668
16 32 28626
16 33 187133
16 34 49861
16 35 37190
16 36 53815
16 37 36129
16 38 57130
16 39 9135
16 40 83782
16 41 59036
16 42 117005
17 18 145521
17 19 178543
17 20 151659
17 21 155464
17 22 229198
17 23 197114
17 24 137768
17 25 305707
17 26 212287
17 27 193504
17 28 236368
17 29 120953
17 30 115037
17 31 264495
17 32 183383
17 33 20820
17 34 220002
17 35 151421
17 36 235085
17 37 224740
17 38 140155
17 39 190405
17 40 158089
17 41 169130
17 42 205810
18 19 94894
18 20 99248
18 21 98070
18 22 171966
18 23 130386
18 24 103671
18 25 253296
18 26 125273
18 27 126776
18 28 184300
18 29 68542
18 30 117954
18 31 205460
18 32 125989
18 33 124701
18 34 164403
18 35 88536
18 36 168357
18 37 150671
18 38 87744
18 39 123677
18 40 74456
18 41 108068
18 42 153399
19 20 100363
19 21 104168
19 22 187244
19 23 94458
19 24 163048
19 25 240445
19 26 173947
19 27 90848
19 28 210551
19 29 116611
19 30 129819
19 31 151458
19 32 107240
19 33 199363
19 34 128475
19 35 86143
19 36 132429
19 37 114743
19 38 97409
19 39 87749
19 40 20454
19 41 137650
19 42 81817
20 21 3805
20 22 157691
20 23 64905
20 24 92549
20 25 184096
20 26 112882
20 27 68515
20 28 136802
20 29 30706
20 30 80118
20 31 112836
20 32 31724
20 33 142117
20 34 110211
20 35 61174
20 36 110096
20 37 96479
20 38 57518
20 39 69485
20 40 79909
20 41 61187
20 42 115563
21 22 153886
21 23 61100
21 24 88744
21 25 180291
21 26 109077
21 27 64710
21 28 132997
21 29 34511
21 30 83923
21 31 116641
21 32 27919
21 33 138312
21 34 106406
21 35 64979
21 36 106291
21 37 92674
21 38 53713
21 39 65680
21 40 83714
21 41 57382
21 42 119368
22 23 92786
22 24 95260
22 25 322638
22 26 178317
22 27 96396
22 28 231663
22 29 165610
22 30 215022
22 31 240298
22 32 125967
22 33 208378
22 34 155860
22 35 145820
22 36 137977
22 37 144759
22 38 157086
22 39 99495
22 40 174142
22 41 126622
22 42 225635
23 24 68590
23 25 229852
23 26 102107
23 27 3610
23 28 138877
23 29 76161
23 30 125573
23 31 147512
23 32 33181
23 33 185538
23 34 65705
23 35 53034
23 36 45191
23 37 51973
23 38 64300
23 39 24979
23 40 81356
23 41 50412
23 42 132849
24 25 255104
24 26 83057
24 27 72200
24 28 161352
24 29 96166
24 30 119762
24 31 205385
24 32 101771
24 33 116948
24 34 133370
24 35 90113
24 36 113781
24 37 119638
24 38 98869
24 39 75299
24 40 149946
24 41 31362
24 42 169928
25 26 207895
25 27 226242
25 28 283306
25 29 184754
25 30 234166
25 31 296932
25 32 208210
25 33 294547
25 34 263869
25 35 176818
25 36 267823
25 37 250137
25 38 165552
25 39 223143
25 40 219991
25 41 237673
25 42 256633
26 27 98497
26 28 207092
26 29 91334
26 30 140746
26 31 225718
26 32 135288
26 33 200005
26 34 97204
26 35 95986
26 36 140078
26 37 83472
26 38 84720
26 39 101596
26 40 161143
26 41 51695
26 42 175801
27 28 142487
27 29 79771
27 30 121963
27 31 143902
27 32 36791
27 33 189148
27 34 62095
27 35 49424
27 36 41581
27 37 48363
27 38 60690
27 39 21369
27 40 77762
27 41 46802
27 42 129239
28 29 115758
28 30 165170
28 31 249638
28 32 160916
28 33 215548
28 34 182728
28 35 146226
28 36 184068
28 37 168996
28 38 134322
28 39 142002
28 40 216649
28 41 170336
28 42 128734
29 30 49412
29 31 143542
29 32 62430
29 33 141773
29 34 117519
29 35 30468
29 36 114132
29 37 103787
29 38 47898
29 39 69452
29 40 110615
29 41 91893
29 42 84857
30 31 192954
30 32 111842
30 33 135857
30 34 166931
30 35 79880
30 36 163544
30 37 153199
30 38 68614
30 39 118864
30 40 109381
30 41 141305
30 42 134269
31 32 144560
31 33 254953
31 34 181529
31 35 168858
31 36 185483
31 37 167797
31 38 162744
31 39 140803
31 40 131004
31 41 174023
31 42 188786
32 33 166231
32 34 78487
32 35 65816
32 36 78372
32 37 64755
32 38 77082
32 39 37761
32 40 94138
32 41 83593
32 42 145631
33 34 236994
33 35 149943
33 36 230729
33 37 223262
33 38 158699
33 39 192247
33 40 178909
33 41 148310
33 42 226630
34 35 87051
34 36 103676
34 37 13732
34 38 98317
34 39 58996
34 40 115373
34 41 108897
34 42 166866
35 36 91005
35 37 73319
35 38 19940
35 39 46325
35 40 102702
35 41 95215
35 42 79815
36 37 89944
36 38 102271
36 39 44680
36 40 119327
36 41 88383
36 42 170820
37 38 84585
37 39 45264
37 40 101641
37 41 95165
37 42 153134
38 39 66265
38 40 113968
38 41 75275
38 42 91081
39 40 74647
39 41 68171
39 42 126140
40 41 124564
40 42 102271
41 42 166356
Case #334: Impossible
Case #335: 78
1 2 103023
1 3 98005
1 4 131804
1 5 126670
1 6 83827
1 7 232334
1 8 189973
1 9 195793
1 10 165198
1 11 225930
1 12 171278
1 13 146816
2 3 148087
2 4 114288
2 5 23647
2 6 95733
2 7 129311
2 8 86950
2 9 92770
2 10 62175
2 11 122907
2 12 68255
2 13 80557
3 4 33799
3 5 160967
3 6 181832
3 7 153048
3 8 170554
3 9 153271
3 10 85912
3 11 160906
3 12 191638
3 13 104294
4 5 127168
4 6 199254
4 7 119249
4 8 163064
4 9 119472
4 10 88877
4 11 127107
4 12 171776
4 13 70495
5 6 72086
5 7 107118
5 8 63303
5 9 116417
5 10 85822
5 11 99260
5 12 44608
5 13 104204
6 7 179204
6 8 135389
6 9 188503
6 10 157908
6 11 171346
6 12 116694
6 13 139526
7 8 43815
7 9 134495
7 10 67136
7 11 7858
7 12 151726
7 13 85518
8 9 178310
8 10 110951
8 11 35957
8 12 107911
8 13 129333
9 10 67359
9 11 142353
9 12 161025
9 13 48977
10 11 74994
10 12 130430
10 13 18382
11 12 143868
11 13 93376
12 13 112048
Case #336: 325
1 2 234181
1 3 279676
1 4 102058
1 5 280169
1 6 102681
1 7 240569
1 8 434446
1 9 223327
1 10 32545
1 11 160564
1 12 192481
1 13 174163
1 14 318334
1 15 79525
1 16 330791
1 17 149003
1 18 293626
1 19 123351
1 20 250317
1 21 261441
1 22 281019
1 23 223017
1 24 215206
1 25 123471
1 26 149410
2 3 377115
2 4 336239
2 5 400221
2 6 177812
2 7 315700
2 8 483598
2 9 370492
2 10 228438
2 11 235695
2 12 387898
2 13 249294
2 14 444769
2 15 154656
2 16 403813
2 17 224134
2 18 368757
2 19 198482
2 20 325448
2 21 336572
2 22 453585
2 23 446673
2 24 336649
2 25 346166
2 26 345303
3 4 220444
3 5 334093
3 6 245615
3 7 221425
3 8 510006
3 9 204183
3 10 273933
3 11 141420
3 12 173337
3 13 155019
3 14 388586
3 15 222459
3 16 406351
3 17 291937
3 18 436560
3 19 266285
3 20 309635
3 21 242297
3 22 409082
3 23 298577
3 24 196062
3 25 199031
3 26 130266
4 5 236069
4 6 166451
4 7 333844
4 8 332388
4 9 121269
4 10 134603
4 11 253839
4 12 106235
4 13 237933
4 14 352996
4 15 181583
4 16 228733
4 17 251061
4 18 310540
4 19 187121
4 20 312779
4 21 363499
4 22 278505
4 23 258489
4 24 278976
4 25 21413
4 26 90178
5 6 222409
5 7 272678
5 8 328484
5 9 348776
5 10 312714
5 11 192673
5 12 231788
5 13 340203
5 14 439839
5 15 245565
5 16 148121
5 17 229328
5 18 187102
5 19 289391
5 20 274869
5 21 427481
5 22 98349
5 23 374235
5 24 381246
5 25 257482
5 26 274859
6 7 184200
6 8 332327
6 9 287720
6 10 96938
6 11 104195
6 12 210086
6 13 117794
6 14 313269
6 15 23156
6 16 273064
6 17 92634
6 18 190945
6 19 66982
6 20 193948
6 21 205072
6 22 279698
6 23 287410
6 24 158837
6 25 187864
6 26 213803
7 8 417792
7 9 262919
7 10 234826
7 11 80005
7 12 286737
7 13 255682
7 14 167161
7 15 161044
7 16 237429
7 17 230522
7 18 276410
7 19 204870
7 20 248220
7 21 342960
7 22 187657
7 23 411977
7 24 296725
7 25 312431
7 26 243666
8 9 453657
8 10 428703
8 11 393404
8 12 395797
8 13 450121
8 14 445411
8 15 355483
8 16 279907
8 17 424961
8 18 141382
8 19 311657
8 20 405194
8 21 396603
8 22 230135
8 23 416411
8 24 491164
8 25 310975
8 26 379740
9 10 255872
9 11 323720
9 12 116988
9 13 359202
9 14 231727
9 15 264564
9 16 262921
9 17 334042
9 18 401446
9 19 308390
9 20 191510
9 21 428806
9 22 312693
9 23 242250
9 24 400245
9 25 142682
9 26 160059
10 11 154821
10 12 186738
10 13 168420
10 14 312591
10 15 73782
10 16 363336
10 17 143260
10 18 287883
10 19 117608
10 20 244574
10 21 255698
10 22 313564
10 23 255562
10 24 209463
10 25 117728
10 26 143667
11 12 206732
11 13 175677
11 14 247166
11 15 81039
11 16 294963
11 17 150517
11 18 295140
11 19 124865
11 20 168215
11 21 262955
11 22 267662
11 23 373056
11 24 216720
11 25 232426
11 26 249803
12 13 327880
12 14 348715
12 15 233242
12 16 319156
12 17 256408
12 18 358137
12 19 277068
12 20 308498
12 21 311818
12 22 269384
12 23 179481
12 24 368923
12 25 84822
12 26 43071
13 14 384751
13 15 94638
13 16 390858
13 17 164116
13 18 308739
13 19 138464
13 20 265430
13 21 146761
13 22 397492
13 23 197379
13 24 276631
13 25 259346
13 26 285285
14 15 290113
14 16 404590
14 17 220635
14 18 304029
14 19 333939
14 20 415381
14 21 472029
14 22 354818
14 23 473977
14 24 425794
14 25 374409
14 26 391786
15 16 296220
15 17 69478
15 18 214101
15 19 43826
15 20 170792
15 21 181916
15 22 302854
15 23 292017
15 24 181993
15 25 191510
15 26 190647
16 17 334452
16 18 138525
16 19 308800
16 20 126748
16 21 478136
16 22 49772
16 23 226114
16 24 366173
16 25 250146
16 26 276085
17 18 283579
17 19 113304
17 20 240270
17 21 251394
17 22 284680
17 23 361495
17 24 205159
17 25 260988
17 26 260125
18 19 170275
18 20 263812
18 21 396017
18 22 88753
18 23 275029
18 24 349782
18 25 289127
18 26 357892
19 20 214618
19 21 225742
19 22 259028
19 23 308080
19 24 225819
19 25 208534
19 26 234473
20 21 352708
20 22 176520
20 23 208516
20 24 239425
20 25 326930
20 26 351569
21 22 484770
21 23 344140
21 24 363909
21 25 373426
21 26 354889
22 23 275886
22 24 415945
22 25 299918
22 26 312455
23 24 438223
23 25 237076
23 26 168311
24 25 300389
24 26 326328
25 26 68765
Case #337: Impossible
Case #338: 630
1 2 164735
1 3 88655
1 4 163629
1 5 14385
1 6 130273
1 7 49735
1 8 135309
1 9 76008
1 10 148724
1 11 99791
1 12 61989
1 13 76356
1 14 132444
1 15 42710
1 16 166271
1 17 84637
1 18 196463
1 19 108881
1 20 68107
1 21 201837
1 22 128103
1 23 113469
1 24 87943
1 25 121790
1 26 143490
1 27 46204
1 28 107584
1 29 86833
1 30 27388
1 31 49944
1 32 121686
1 33 131091
1 34 79820
1 35 106315
1 36 179817
2 3 136276
2 4 194885
2 5 150350
2 6 171030
2 7 151838
2 8 176066
2 9 136524
2 10 195239
2 11 178430
2 12 102746
2 13 117113
2 14 173201
2 15 178675
2 16 126005
2 17 125394
2 18 244111
2 19 203558
2 20 108864
2 21 242594
2 22 174618
2 23 106353
2 24 128700
2 25 200429
2 26 222129
2 27 124843
2 28 148341
2 29 155227
2 30 137347
2 31 114791
2 32 177423
2 33 171848
2 34 121753
2 35 161905
2 36 220574
3 4 134395
3 5 74270
3 6 56518
3 7 88511
3 8 61554
3 9 62238
3 10 60069
3 11 102350
3 12 33530
3 13 35661
3 14 103985
3 15 70411
3 16 152501
3 17 10882
3 18 129599
3 19 127478
3 20 27412
3 21 128082
3 22 39448
3 23 147348
3 24 7576
3 25 97431
3 26 146049
3 27 48763
3 28 33829
3 29 79147
3 30 61267
3 31 38711
3 32 41147
3 33 90396
3 34 66194
3 35 92689
3 36 106062
4 5 164077
4 6 123255
4 7 113894
4 8 174185
4 9 140167
4 10 167709
4 11 192157
4 12 116473
4 13 130840
4 14 145529
4 15 192402
4 16 68880
4 17 130125
4 18 242230
4 19 217285
4 20 122591
4 21 229743
4 22 147088
4 23 182915
4 24 126819
4 25 205071
4 26 235856
4 27 138570
4 28 145944
4 29 168954
4 30 151074
